employee_id,title,from_date,to_date
22138,Engineer,1999-06-02,9999-01-01
22153,Staff,1998-01-30,1999-11-20
22156,Engineer,1996-09-22,9999-01-01
22159,Staff,1997-02-24,9999-01-01
22160,Engineer,1994-08-20,1999-08-20
22160,Senior Engineer,1999-08-20,9999-01-01
22163,Technique Leader,1997-12-29,9999-01-01
22166,Assistant Engineer,1997-03-16,9999-01-01
22167,Engineer,1997-04-09,9999-01-01
22168,Senior Staff,2001-08-27,9999-01-01
22168,Staff,1996-08-27,2001-08-27
22171,Staff,1998-11-29,9999-01-01
22183,Staff,1999-05-05,2002-06-13
22188,Engineer,1995-06-01,9999-01-01
22192,Senior Staff,2002-03-16,9999-01-01
22192,Staff,1997-03-16,2002-03-16
22195,Assistant Engineer,1995-01-07,2000-01-07
22195,Engineer,2000-01-07,9999-01-01
22198,Staff,1996-07-27,9999-01-01
22199,Engineer,1999-01-20,9999-01-01
22206,Senior Engineer,1997-07-05,9999-01-01
22207,Engineer,1995-02-14,2002-02-14
22207,Senior Engineer,2002-02-14,9999-01-01
22213,Assistant Engineer,1996-04-29,1996-05-19
22222,Technique Leader,1996-06-12,9999-01-01
22227,Staff,1994-02-22,2000-02-17
22241,Staff,1997-05-03,9999-01-01
22242,Senior Staff,1994-07-24,9999-01-01
22246,Senior Staff,2000-03-30,9999-01-01
22246,Staff,1995-03-31,2000-03-30
22248,Technique Leader,1994-06-25,9999-01-01
22252,Senior Staff,1999-07-22,9999-01-01
22252,Staff,1994-07-22,1999-07-22
22260,Staff,1997-03-10,9999-01-01
22274,Senior Staff,2002-01-17,9999-01-01
22274,Staff,1997-01-17,2002-01-17
22280,Senior Engineer,1994-07-15,9999-01-01
22283,Engineer,1995-12-31,9999-01-01
22286,Staff,1998-08-04,9999-01-01
22291,Staff,1997-10-15,9999-01-01
22295,Engineer,1998-11-25,9999-01-01
22305,Engineer,1994-10-15,9999-01-01
22308,Engineer,1999-07-26,9999-01-01
22314,Assistant Engineer,1997-10-11,9999-01-01
22317,Staff,1994-08-22,9999-01-01
22323,Senior Staff,2001-09-21,9999-01-01
22323,Staff,1996-09-21,2001-09-21
22324,Engineer,1997-08-21,9999-01-01
22330,Senior Staff,2002-05-13,9999-01-01
22330,Staff,1995-05-13,2002-05-13
22334,Senior Staff,1999-08-22,9999-01-01
22334,Staff,1994-08-22,1999-08-22
22346,Staff,1998-05-08,9999-01-01
22349,Engineer,1999-06-19,9999-01-01
22363,Engineer,1996-06-08,2002-06-08
22363,Senior Engineer,2002-06-08,9999-01-01
22371,Engineer,1994-01-12,9999-01-01
22373,Staff,1995-03-11,9999-01-01
22377,Staff,1999-06-26,9999-01-01
22378,Staff,1999-12-28,9999-01-01
22397,Staff,1997-11-20,9999-01-01
22403,Engineer,1995-07-17,1999-04-15
22406,Staff,1997-08-21,9999-01-01
22407,Senior Staff,1996-01-20,1998-03-22
22410,Technique Leader,1997-10-15,9999-01-01
22413,Engineer,1995-03-14,9999-01-01
22414,Senior Engineer,1997-05-15,2000-12-20
22421,Engineer,1996-04-29,2001-04-29
22421,Senior Engineer,2001-04-29,9999-01-01
22426,Technique Leader,1994-10-21,9999-01-01
22427,Engineer,1997-01-08,2002-01-08
22427,Senior Engineer,2002-01-08,9999-01-01
22428,Staff,1996-12-06,1997-02-20
22432,Staff,1994-04-02,9999-01-01
22445,Engineer,1999-08-10,9999-01-01
22452,Engineer,1998-06-08,2001-11-10
22453,Staff,1995-12-23,2000-07-14
22458,Senior Engineer,1995-05-18,9999-01-01
22459,Senior Staff,2000-03-01,9999-01-01
22459,Staff,1994-03-02,2000-03-01
22464,Staff,1998-12-26,9999-01-01
22469,Engineer,1999-01-13,9999-01-01
22513,Staff,1998-08-28,9999-01-01
22516,Senior Staff,1999-08-22,9999-01-01
22516,Staff,1994-08-22,1999-08-22
22517,Senior Engineer,1998-05-23,9999-01-01
22531,Engineer,1998-05-31,9999-01-01
22537,Staff,1997-10-03,9999-01-01
22541,Senior Staff,1996-11-23,9999-01-01
22551,Staff,1997-04-28,9999-01-01
22561,Senior Staff,2001-01-07,9999-01-01
22561,Staff,1995-01-08,2001-01-07
22563,Engineer,1995-10-26,9999-01-01
22564,Senior Staff,1998-08-18,9999-01-01
22567,Engineer,1999-06-02,2001-02-05
22577,Senior Staff,1995-10-30,9999-01-01
22582,Engineer,1994-08-26,1999-08-26
22582,Senior Engineer,1999-08-26,9999-01-01
22585,Staff,1997-03-15,9999-01-01
22588,Senior Staff,2002-01-18,9999-01-01
22588,Staff,1995-01-18,2002-01-18
22597,Engineer,1999-12-17,9999-01-01
22602,Engineer,1994-06-17,1998-07-23
22606,Engineer,1997-09-20,9999-01-01
22618,Senior Staff,2002-02-13,9999-01-01
22618,Staff,1996-02-14,2002-02-13
22622,Engineer,1994-09-26,9999-01-01
22627,Staff,1996-10-13,9999-01-01
22628,Staff,1996-01-27,2001-04-21
22630,Engineer,1995-07-10,1999-08-14
22641,Assistant Engineer,1997-10-09,1999-06-14
22657,Senior Engineer,1997-06-28,9999-01-01
22661,Staff,1998-10-05,2000-04-03
22666,Staff,1998-01-14,2001-09-14
22669,Staff,1996-06-17,9999-01-01
22670,Engineer,1998-08-07,9999-01-01
22677,Staff,1997-11-01,9999-01-01
22679,Engineer,1999-01-13,2002-01-26
22687,Senior Staff,2002-02-08,9999-01-01
22687,Staff,1994-02-08,2002-02-08
22689,Engineer,1999-09-05,9999-01-01
22690,Engineer,1998-06-24,2000-02-01
22692,Engineer,1999-03-16,9999-01-01
22694,Senior Engineer,2000-01-21,9999-01-01
22703,Senior Staff,1995-02-17,9999-01-01
22704,Senior Staff,1994-01-14,9999-01-01
22705,Assistant Engineer,1996-10-23,9999-01-01
22727,Staff,1996-12-07,9999-01-01
22741,Senior Engineer,1994-07-14,9999-01-01
22747,Staff,1996-11-27,2001-12-26
22750,Staff,1995-10-03,9999-01-01
22751,Engineer,1998-06-12,9999-01-01
22759,Senior Staff,1997-05-31,9999-01-01
22761,Engineer,1999-12-22,2001-09-28
22762,Staff,1998-05-04,9999-01-01
22765,Engineer,1999-01-27,9999-01-01
22770,Staff,1997-02-03,9999-01-01
22774,Senior Staff,1996-01-03,9999-01-01
22793,Senior Staff,2000-09-12,9999-01-01
22793,Staff,1994-09-13,2000-09-12
22802,Staff,1998-04-11,9999-01-01
22805,Engineer,1999-02-16,9999-01-01
22814,Engineer,1997-03-13,9999-01-01
22817,Engineer,1996-01-25,2001-01-24
22817,Senior Engineer,2001-01-24,9999-01-01
22821,Staff,1998-10-11,9999-01-01
22823,Technique Leader,1999-04-10,2001-08-28
22826,Engineer,1999-07-22,2001-09-12
22830,Senior Engineer,1995-05-07,9999-01-01
22836,Senior Engineer,1999-01-02,9999-01-01
22837,Assistant Engineer,1996-03-18,2001-03-18
22837,Engineer,2001-03-18,9999-01-01
22842,Assistant Engineer,1998-02-11,1999-02-17
22844,Senior Staff,2002-07-11,9999-01-01
22844,Staff,1997-07-11,2002-07-11
22856,Engineer,1998-05-17,2002-05-19
22864,Senior Engineer,1995-09-18,9999-01-01
22867,Staff,1997-02-26,9999-01-01
22868,Engineer,1996-10-07,2000-07-02
22869,Senior Staff,1999-05-14,1999-09-27
22870,Engineer,1995-01-14,2002-01-14
22870,Senior Engineer,2002-01-14,9999-01-01
22871,Staff,1996-06-07,9999-01-01
22880,Senior Engineer,1999-02-06,9999-01-01
22881,Senior Staff,1995-02-04,9999-01-01
22884,Senior Staff,1997-03-15,9999-01-01
22902,Engineer,1995-11-22,2000-11-21
22902,Senior Engineer,2000-11-21,9999-01-01
22905,Senior Staff,1999-09-26,9999-01-01
22905,Staff,1994-09-26,1999-09-26
22921,Technique Leader,1999-01-20,9999-01-01
22927,Engineer,1998-12-24,9999-01-01
22933,Staff,1998-04-12,9999-01-01
22936,Staff,1994-09-13,9999-01-01
22938,Engineer,1994-04-30,1999-04-30
22938,Senior Engineer,1999-04-30,9999-01-01
22942,Engineer,1998-09-29,9999-01-01
22959,Engineer,1995-10-26,9999-01-01
22970,Engineer,1994-01-27,1999-01-27
22970,Senior Engineer,1999-01-27,9999-01-01
22974,Engineer,1996-07-22,9999-01-01
22979,Engineer,1999-10-23,9999-01-01
22982,Technique Leader,1994-12-11,9999-01-01
22991,Engineer,1995-08-06,9999-01-01
23004,Engineer,1998-10-20,1999-01-31
23005,Engineer,1997-02-14,2002-02-14
23005,Senior Engineer,2002-02-14,9999-01-01
23012,Technique Leader,1999-08-04,2001-06-11
23014,Technique Leader,1994-05-26,1997-09-13
23020,Senior Staff,1995-02-02,9999-01-01
23025,Staff,1998-06-10,9999-01-01
23027,Engineer,1999-04-23,9999-01-01
23028,Senior Engineer,1997-03-19,9999-01-01
23029,Senior Engineer,1997-08-04,9999-01-01
23033,Senior Staff,2001-04-22,9999-01-01
23033,Staff,1994-04-22,2001-04-22
23037,Senior Engineer,1999-05-21,9999-01-01
23042,Engineer,1995-11-15,2000-11-14
23042,Senior Engineer,2000-11-14,9999-01-01
23045,Senior Engineer,1998-02-04,9999-01-01
23051,Assistant Engineer,1999-11-19,9999-01-01
23075,Staff,1998-02-15,9999-01-01
23076,Staff,1996-04-26,9999-01-01
23080,Senior Staff,2000-05-29,9999-01-01
23080,Staff,1995-05-30,2000-05-29
23098,Senior Staff,1994-08-16,9999-01-01
23106,Senior Staff,1996-09-03,9999-01-01
23110,Senior Staff,1996-03-13,1998-10-19
23115,Engineer,1999-04-06,9999-01-01
23116,Technique Leader,1995-07-06,9999-01-01
23117,Engineer,1997-01-13,2001-07-04
23128,Engineer,1998-10-19,9999-01-01
23131,Senior Staff,1999-04-05,9999-01-01
23134,Engineer,1996-10-27,1997-01-03
23162,Assistant Engineer,1994-03-21,2002-03-21
23162,Engineer,2002-03-21,9999-01-01
23163,Senior Staff,1995-08-21,1999-07-14
23171,Engineer,1994-10-07,2001-10-07
23171,Senior Engineer,2001-10-07,9999-01-01
23176,Senior Staff,2000-06-04,9999-01-01
23176,Staff,1994-06-05,2000-06-04
23177,Assistant Engineer,1996-11-24,9999-01-01
23182,Engineer,1998-02-02,9999-01-01
23188,Engineer,1996-11-28,9999-01-01
23198,Senior Staff,1995-01-24,9999-01-01
23207,Assistant Engineer,1996-07-27,2001-07-27
23207,Engineer,2001-07-27,9999-01-01
23208,Staff,1996-06-19,1998-12-01
23210,Staff,1999-09-10,9999-01-01
23214,Staff,2000-01-15,9999-01-01
23232,Technique Leader,1995-06-13,9999-01-01
23235,Staff,1997-11-22,9999-01-01
23243,Engineer,1996-05-16,9999-01-01
23251,Engineer,1996-06-09,9999-01-01
23254,Engineer,1998-12-08,9999-01-01
23256,Senior Engineer,1994-04-05,9999-01-01
23267,Staff,1999-06-19,9999-01-01
23274,Technique Leader,1998-09-03,9999-01-01
23276,Senior Staff,1999-04-11,9999-01-01
23279,Staff,1997-01-15,1999-02-28
23282,Assistant Engineer,1994-11-02,9999-01-01
23291,Senior Staff,2000-02-01,9999-01-01
23291,Staff,1995-02-01,2000-02-01
23293,Staff,1998-05-27,9999-01-01
23298,Senior Staff,2002-07-28,9999-01-01
23298,Staff,1994-07-28,2002-07-28
23308,Staff,1996-02-16,1996-10-07
23311,Senior Staff,1996-06-06,9999-01-01
23321,Staff,1994-09-16,9999-01-01
23334,Senior Staff,1999-05-02,9999-01-01
23346,Technique Leader,1995-11-13,2000-05-21
23355,Engineer,1999-04-05,9999-01-01
23356,Staff,1996-07-27,9999-01-01
23357,Engineer,1996-03-31,9999-01-01
23360,Engineer,1997-05-16,9999-01-01
23375,Staff,1999-10-12,9999-01-01
23377,Senior Staff,1998-06-02,2001-10-30
23380,Staff,1997-05-06,9999-01-01
23381,Senior Staff,2001-10-12,9999-01-01
23381,Staff,1995-10-13,2001-10-12
23385,Staff,1997-03-18,9999-01-01
23387,Engineer,1998-06-21,9999-01-01
23388,Engineer,1994-11-07,9999-01-01
23393,Staff,1996-12-24,9999-01-01
23403,Staff,1997-09-16,9999-01-01
23405,Senior Staff,2000-11-25,9999-01-01
23405,Staff,1995-11-26,2000-11-25
23422,Engineer,1995-12-26,2001-12-25
23422,Senior Engineer,2001-12-25,9999-01-01
23435,Senior Engineer,1995-08-06,9999-01-01
23443,Senior Engineer,1997-04-04,9999-01-01
23445,Engineer,1999-04-06,9999-01-01
23446,Staff,1997-03-09,1998-01-15
23456,Senior Engineer,1999-02-26,9999-01-01
23457,Engineer,1994-10-21,9999-01-01
23459,Senior Staff,1998-11-23,9999-01-01
23463,Senior Staff,1998-04-02,9999-01-01
23464,Staff,1998-03-16,9999-01-01
23473,Engineer,1996-06-25,2002-06-25
23473,Senior Engineer,2002-06-25,9999-01-01
23476,Engineer,1995-04-06,1997-07-11
23482,Engineer,1996-04-01,9999-01-01
23488,Engineer,1998-09-26,9999-01-01
23494,Senior Staff,1994-01-31,9999-01-01
23508,Staff,1999-07-13,9999-01-01
23529,Staff,1993-12-30,9999-01-01
23537,Staff,1996-09-02,9999-01-01
23539,Staff,1999-01-16,2002-03-19
23540,Senior Staff,1998-04-25,9999-01-01
23541,Engineer,1998-04-30,9999-01-01
23548,Assistant Engineer,1995-09-14,2000-09-13
23548,Engineer,2000-09-13,9999-01-01
23556,Staff,1996-08-31,1997-01-23
23557,Senior Staff,2002-06-04,9999-01-01
23557,Staff,1996-06-04,2002-06-04
23559,Engineer,1996-05-10,2001-05-10
23559,Senior Engineer,2001-05-10,9999-01-01
23562,Senior Staff,1999-01-23,9999-01-01
23562,Staff,1994-01-23,1999-01-23
23563,Senior Engineer,1998-07-06,9999-01-01
23569,Senior Engineer,1996-12-16,9999-01-01
23571,Engineer,1995-06-07,1999-08-18
23572,Senior Engineer,1994-09-04,1995-05-07
23574,Senior Staff,2001-08-11,9999-01-01
23574,Staff,1994-08-11,2001-08-11
23576,Senior Staff,1998-03-05,2000-04-03
23580,Staff,1999-07-31,2000-09-20
23593,Senior Staff,1997-04-08,1997-09-21
23597,Engineer,1998-08-20,9999-01-01
23603,Senior Staff,1999-03-22,9999-01-01
23603,Staff,1994-03-22,1999-03-22
23611,Staff,1993-12-26,9999-01-01
23614,Engineer,1998-01-07,9999-01-01
23621,Engineer,1998-10-02,9999-01-01
23627,Senior Staff,1998-04-11,9999-01-01
23635,Staff,1998-02-09,9999-01-01
23647,Senior Engineer,1998-01-10,9999-01-01
23658,Staff,1996-11-19,9999-01-01
23664,Staff,1996-12-24,9999-01-01
23673,Technique Leader,1995-03-29,2002-07-11
23682,Engineer,1995-04-22,9999-01-01
23686,Engineer,1995-07-28,9999-01-01
23689,Staff,1999-04-24,9999-01-01
23694,Senior Staff,1997-01-24,1999-09-04
23697,Senior Staff,1999-06-05,9999-01-01
23697,Staff,1994-06-05,1999-06-05
23698,Staff,2000-01-30,9999-01-01
23704,Staff,1997-12-10,9999-01-01
23705,Senior Engineer,1999-07-23,9999-01-01
23725,Staff,1999-11-03,9999-01-01
23727,Senior Engineer,1998-07-29,2001-03-09
23729,Senior Staff,2001-09-27,9999-01-01
23729,Staff,1996-09-27,2001-09-27
23732,Staff,1996-07-09,9999-01-01
23734,Senior Staff,1998-02-12,9999-01-01
23738,Assistant Engineer,1994-09-12,9999-01-01
23741,Staff,1995-12-30,1999-10-07
23756,Senior Staff,2001-12-03,9999-01-01
23756,Staff,1994-12-03,2001-12-03
23759,Engineer,1994-05-14,1999-02-01
23762,Senior Staff,2000-07-09,9999-01-01
23762,Staff,1995-07-10,2000-07-09
23763,Senior Staff,2001-11-15,9999-01-01
23763,Staff,1995-11-16,2001-11-15
23765,Technique Leader,1997-05-14,9999-01-01
23769,Staff,1999-12-08,9999-01-01
23773,Engineer,1996-07-31,9999-01-01
23780,Engineer,1997-09-28,9999-01-01
23786,Staff,1998-06-16,9999-01-01
23789,Senior Staff,1999-02-12,9999-01-01
23792,Engineer,1994-09-15,9999-01-01
23793,Engineer,1999-04-09,9999-01-01
23796,Senior Staff,1994-10-19,9999-01-01
23798,Staff,1999-03-21,9999-01-01
23800,Engineer,1997-05-14,9999-01-01
23804,Engineer,1998-04-19,2000-12-04
23805,Staff,1998-02-11,9999-01-01
23808,Senior Staff,1995-03-07,9999-01-01
23815,Senior Staff,1999-04-02,2001-12-22
23827,Engineer,1995-10-24,2001-10-23
23827,Senior Engineer,2001-10-23,9999-01-01
23832,Engineer,1994-06-27,2000-06-26
23832,Senior Engineer,2000-06-26,9999-01-01
23836,Staff,1996-10-01,9999-01-01
23848,Staff,1996-10-10,2001-05-21
23854,Engineer,1994-08-08,9999-01-01
23855,Senior Staff,1994-08-02,1998-03-26
23884,Staff,1994-04-08,9999-01-01
23939,Engineer,1993-12-23,2001-12-23
23939,Senior Engineer,2001-12-23,9999-01-01
23942,Engineer,1998-01-18,9999-01-01
23944,Engineer,1997-04-29,9999-01-01
23947,Engineer,1994-11-13,1999-01-29
23956,Senior Staff,2001-12-17,9999-01-01
23956,Staff,1996-12-17,2001-12-17
23959,Staff,1999-01-20,9999-01-01
23964,Engineer,1996-09-13,9999-01-01
23970,Senior Staff,1994-08-16,9999-01-01
23973,Senior Engineer,1999-03-12,9999-01-01
23982,Staff,1997-01-23,9999-01-01
23983,Technique Leader,1999-11-28,9999-01-01
23989,Engineer,1995-04-08,2002-04-08
23989,Senior Engineer,2002-04-08,9999-01-01
23991,Staff,1997-11-27,9999-01-01
23997,Senior Staff,2002-02-01,9999-01-01
23997,Staff,1994-02-01,2002-02-01
24002,Engineer,1994-12-05,1999-12-05
24002,Senior Engineer,1999-12-05,9999-01-01
24006,Senior Staff,1998-08-03,2001-01-11
24010,Senior Staff,1997-08-01,9999-01-01
24013,Assistant Engineer,1998-10-29,9999-01-01
24021,Senior Staff,2001-09-17,9999-01-01
24021,Staff,1994-09-17,2001-09-17
24023,Engineer,1999-02-04,2002-07-24
24035,Engineer,1998-03-31,9999-01-01
24058,Engineer,1998-05-06,9999-01-01
24064,Staff,1997-08-11,9999-01-01
24073,Senior Staff,1999-06-13,9999-01-01
24074,Staff,1997-10-15,1998-02-15
24084,Senior Engineer,2000-01-22,9999-01-01
24085,Staff,1995-05-18,1998-05-31
24086,Engineer,1994-08-31,2001-08-31
24086,Senior Engineer,2001-08-31,9999-01-01
24104,Technique Leader,1999-04-15,9999-01-01
24105,Engineer,1999-05-06,9999-01-01
24114,Senior Staff,1997-02-16,9999-01-01
24134,Senior Engineer,1999-06-22,9999-01-01
24138,Engineer,1994-11-28,9999-01-01
24139,Senior Staff,1997-08-13,9999-01-01
24157,Staff,1999-04-16,9999-01-01
24161,Senior Staff,2001-05-01,9999-01-01
24161,Staff,1996-05-01,2001-05-01
24164,Staff,1999-08-05,9999-01-01
24169,Engineer,1998-05-29,9999-01-01
24180,Staff,1998-06-12,9999-01-01
24217,Staff,1997-04-12,2001-01-31
24233,Senior Staff,2000-08-29,9999-01-01
24233,Staff,1995-08-30,2000-08-29
24236,Staff,1997-05-11,9999-01-01
24237,Engineer,1998-02-26,9999-01-01
24238,Engineer,1994-08-17,1999-08-17
24238,Senior Engineer,1999-08-17,2000-10-22
24243,Senior Staff,2002-04-18,9999-01-01
24243,Staff,1997-04-18,2002-04-18
24252,Senior Staff,2002-07-03,9999-01-01
24252,Staff,1996-07-03,2002-07-03
24257,Engineer,1997-01-04,9999-01-01
24262,Staff,1996-01-23,9999-01-01
24266,Technique Leader,1997-01-23,1998-02-16
24271,Staff,1999-08-20,9999-01-01
24273,Engineer,1998-04-08,9999-01-01
24280,Senior Staff,2002-04-06,9999-01-01
24280,Staff,1997-04-06,2002-04-06
24281,Engineer,1998-10-11,9999-01-01
24297,Staff,1996-08-01,1999-07-26
24300,Senior Staff,2002-03-11,9999-01-01
24300,Staff,1997-03-11,2002-03-11
24315,Engineer,1994-04-23,1999-04-23
24315,Senior Engineer,1999-04-23,9999-01-01
24320,Assistant Engineer,1998-02-01,9999-01-01
24321,Staff,1997-07-23,9999-01-01
24326,Senior Staff,2001-12-20,9999-01-01
24326,Staff,1995-12-21,2001-12-20
24332,Senior Engineer,1995-01-15,9999-01-01
24335,Senior Staff,2001-03-28,9999-01-01
24335,Staff,1995-03-29,2001-03-28
24340,Senior Staff,1994-10-20,9999-01-01
24341,Senior Staff,1997-07-18,1998-09-04
24353,Engineer,1997-01-06,1999-08-26
24354,Staff,1996-06-10,9999-01-01
24355,Senior Engineer,1996-02-26,9999-01-01
24359,Engineer,1997-07-24,2002-07-24
24359,Senior Engineer,2002-07-24,9999-01-01
24362,Staff,1996-05-15,9999-01-01
24372,Staff,1997-05-07,1998-09-26
24381,Senior Staff,2001-06-13,9999-01-01
24381,Staff,1994-06-13,2001-06-13
24384,Senior Staff,2001-11-01,9999-01-01
24384,Staff,1995-11-02,2001-11-01
24404,Engineer,1999-08-10,9999-01-01
24417,Staff,1996-02-08,9999-01-01
24424,Engineer,1997-12-31,9999-01-01
24425,Engineer,1993-12-22,2001-12-22
24425,Senior Engineer,2001-12-22,9999-01-01
24426,Engineer,1997-05-28,9999-01-01
24433,Engineer,1996-07-11,9999-01-01
24435,Engineer,1994-01-07,2001-01-07
24435,Senior Engineer,2001-01-07,2002-04-16
24439,Technique Leader,1997-03-30,9999-01-01
24441,Senior Staff,1997-02-15,9999-01-01
24449,Senior Staff,1999-03-06,2000-06-20
24449,Staff,1994-03-06,1999-03-06
24453,Engineer,1997-04-08,9999-01-01
24461,Engineer,1997-06-06,9999-01-01
24466,Engineer,1997-04-11,9999-01-01
24470,Senior Engineer,1995-11-01,9999-01-01
24471,Senior Staff,2002-01-01,9999-01-01
24471,Staff,1996-01-02,2002-01-01
24474,Engineer,1995-12-06,9999-01-01
24478,Staff,1996-12-07,2002-05-23
24491,Senior Staff,2001-12-12,9999-01-01
24491,Staff,1995-12-13,2001-12-12
24502,Senior Staff,2001-10-09,9999-01-01
24502,Staff,1995-10-11,2001-10-09
24504,Engineer,1994-08-22,2001-08-22
24504,Senior Engineer,2001-08-22,9999-01-01
24506,Engineer,1999-03-10,9999-01-01
24512,Engineer,1998-12-19,2000-11-30
24528,Engineer,1998-07-22,9999-01-01
24529,Staff,1994-01-11,1994-10-09
24530,Staff,1999-01-07,9999-01-01
24538,Technique Leader,1998-07-04,9999-01-01
24551,Engineer,1995-01-10,2002-01-10
24551,Senior Engineer,2002-01-10,9999-01-01
24564,Staff,1995-10-12,9999-01-01
24573,Senior Engineer,1995-05-18,9999-01-01
24579,Engineer,1999-05-28,9999-01-01
24580,Technique Leader,1999-08-04,9999-01-01
24584,Senior Engineer,1995-06-09,9999-01-01
24593,Senior Staff,1999-05-18,9999-01-01
24594,Staff,1996-08-07,9999-01-01
24595,Engineer,1997-06-28,9999-01-01
24597,Staff,1996-02-01,1998-08-09
24599,Senior Staff,1999-06-15,9999-01-01
24599,Staff,1994-06-15,1999-06-15
24600,Technique Leader,1997-04-08,9999-01-01
24604,Engineer,1998-11-17,9999-01-01
24606,Engineer,1995-12-17,1996-03-21
24610,Engineer,1997-11-25,9999-01-01
24614,Staff,1996-12-25,9999-01-01
24622,Engineer,1997-06-03,2002-06-03
24622,Senior Engineer,2002-06-03,9999-01-01
24625,Senior Staff,2001-08-21,9999-01-01
24625,Staff,1994-08-21,2001-08-21
24629,Staff,1998-11-28,2000-12-05
24633,Senior Staff,1995-09-05,9999-01-01
24635,Senior Staff,1994-03-19,9999-01-01
24637,Engineer,1996-08-18,2001-08-18
24637,Senior Engineer,2001-08-18,9999-01-01
24652,Assistant Engineer,1999-12-04,9999-01-01
24654,Staff,1998-08-17,1998-12-10
24656,Engineer,1998-10-30,9999-01-01
24660,Staff,1995-06-16,9999-01-01
24661,Assistant Engineer,2000-01-30,2000-05-19
24662,Senior Staff,2000-03-09,9999-01-01
24662,Staff,1994-03-10,2000-03-09
24664,Staff,1995-08-07,9999-01-01
24665,Staff,1995-09-20,9999-01-01
24667,Engineer,1994-07-23,1995-04-01
24678,Engineer,1995-06-18,9999-01-01
24685,Senior Staff,1999-09-22,9999-01-01
24687,Staff,1997-10-21,9999-01-01
24689,Senior Staff,2002-05-02,9999-01-01
24689,Staff,1997-05-02,2002-05-02
24692,Engineer,1994-10-31,9999-01-01
24695,Technique Leader,1998-09-14,2001-06-07
24697,Senior Engineer,1999-04-20,9999-01-01
24700,Engineer,1995-04-08,2000-01-26
24702,Senior Staff,1995-06-09,9999-01-01
24717,Engineer,1996-04-25,9999-01-01
24721,Staff,1997-10-18,2000-11-16
24722,Senior Staff,2000-08-22,9999-01-01
24722,Staff,1995-08-23,2000-08-22
24729,Staff,1996-08-13,1999-10-29
24730,Staff,1997-05-23,9999-01-01
24732,Engineer,1995-09-06,2001-09-05
24732,Senior Engineer,2001-09-05,9999-01-01
24763,Engineer,1998-04-28,9999-01-01
24764,Senior Staff,2002-07-01,9999-01-01
24764,Staff,1995-07-01,2002-07-01
24768,Senior Staff,1994-08-16,9999-01-01
24777,Technique Leader,1998-10-14,9999-01-01
24778,Staff,1996-04-03,9999-01-01
24787,Engineer,1999-04-24,9999-01-01
24804,Assistant Engineer,1995-06-30,9999-01-01
24807,Staff,1997-06-24,9999-01-01
24811,Staff,1997-01-15,9999-01-01
24814,Staff,1999-11-14,2000-09-14
24835,Technique Leader,1997-05-14,9999-01-01
24841,Senior Staff,2001-07-14,9999-01-01
24841,Staff,1994-07-14,2001-07-14
24848,Engineer,1996-05-28,9999-01-01
24851,Staff,1999-06-25,9999-01-01
24856,Staff,1998-08-19,2000-08-02
24858,Engineer,1997-03-18,9999-01-01
24863,Senior Staff,1997-02-13,9999-01-01
24865,Staff,1994-05-18,1994-09-16
24866,Assistant Engineer,1994-09-28,9999-01-01
24867,Engineer,1999-08-20,9999-01-01
24868,Technique Leader,1994-11-28,9999-01-01
24869,Staff,1998-09-10,9999-01-01
24870,Senior Staff,1995-11-18,9999-01-01
24871,Staff,1999-02-27,9999-01-01
24895,Staff,1998-06-10,9999-01-01
24899,Engineer,1998-07-09,9999-01-01
24902,Engineer,1994-07-26,2000-07-25
24902,Senior Engineer,2000-07-25,9999-01-01
24906,Engineer,1999-09-24,2001-01-26
24908,Senior Staff,2002-04-01,9999-01-01
24908,Staff,1996-04-01,2002-04-01
24910,Senior Engineer,1997-01-17,2001-03-27
24935,Staff,1998-05-28,9999-01-01
24950,Engineer,1998-09-13,2001-01-26
24956,Senior Staff,1999-12-04,9999-01-01
24968,Engineer,1993-12-11,1997-06-14
24971,Senior Staff,2000-02-24,9999-01-01
24971,Staff,1995-02-24,2000-02-24
24973,Senior Staff,1999-02-27,9999-01-01
24988,Senior Staff,2000-03-08,9999-01-01
24988,Staff,1995-03-09,2000-03-08
25014,Senior Staff,1995-12-29,9999-01-01
25018,Staff,1995-11-24,9999-01-01
25024,Senior Engineer,1994-02-16,9999-01-01
25025,Engineer,1999-09-08,2002-02-28
25026,Engineer,1998-12-03,9999-01-01
25029,Assistant Engineer,1994-08-19,2001-02-28
25041,Engineer,1994-03-23,9999-01-01
25057,Staff,1996-09-14,9999-01-01
25062,Senior Engineer,1998-05-22,9999-01-01
25064,Engineer,1995-06-01,9999-01-01
25065,Engineer,1994-06-06,2002-06-06
25065,Senior Engineer,2002-06-06,9999-01-01
25069,Engineer,1999-02-21,9999-01-01
25079,Engineer,1994-02-27,1999-02-27
25079,Senior Engineer,1999-02-27,9999-01-01
25080,Engineer,1996-10-31,2001-10-31
25080,Senior Engineer,2001-10-31,9999-01-01
25081,Engineer,1997-03-14,9999-01-01
25098,Staff,1999-06-26,9999-01-01
25099,Engineer,1998-01-02,9999-01-01
25103,Staff,1998-10-21,9999-01-01
25105,Staff,1996-01-28,9999-01-01
25106,Senior Staff,2001-11-24,9999-01-01
25106,Staff,1996-11-24,2001-11-24
25110,Engineer,1994-10-10,2000-08-27
25113,Staff,1994-08-15,9999-01-01
25119,Engineer,1999-10-22,9999-01-01
