employee_id,department_id,from_date,to_date
85671,d007,1997-10-05,9999-01-01
85682,d004,1999-05-07,9999-01-01
85683,d004,1998-08-21,9999-01-01
85704,d009,1999-04-02,2001-05-25
85707,d002,1997-10-18,9999-01-01
85729,d004,1997-06-11,9999-01-01
85730,d009,1998-03-12,9999-01-01
85746,d005,1998-10-08,1999-08-04
85789,d004,1998-11-19,2001-05-17
85803,d006,1999-04-08,9999-01-01
85837,d004,1997-05-08,1998-03-09
85837,d006,1998-03-09,1998-11-03
85859,d009,1997-08-26,9999-01-01
85884,d007,1997-09-26,9999-01-01
85897,d005,1997-11-18,1999-09-25
85897,d008,1999-09-25,9999-01-01
85917,d005,1999-04-16,9999-01-01
85933,d004,1998-02-28,9999-01-01
85962,d002,1998-03-03,9999-01-01
85969,d007,1999-07-06,9999-01-01
85982,d005,1996-12-19,9999-01-01
86027,d007,1998-03-31,9999-01-01
86054,d002,1997-12-30,9999-01-01
86057,d004,1998-06-29,9999-01-01
86084,d007,1999-03-14,9999-01-01
86086,d005,1999-05-07,9999-01-01
86095,d005,1998-01-16,9999-01-01
86123,d004,1996-10-01,1998-11-06
86160,d005,1999-07-22,9999-01-01
86162,d002,1999-01-03,9999-01-01
86192,d004,1998-10-08,9999-01-01
86199,d007,1998-01-09,9999-01-01
86212,d005,1999-12-22,2000-03-16
86215,d005,1998-02-09,9999-01-01
86228,d004,1998-11-02,9999-01-01
86230,d009,1998-07-03,9999-01-01
86240,d003,1999-04-11,9999-01-01
86278,d007,1996-08-06,9999-01-01
86315,d007,1997-09-09,2002-02-02
86315,d009,2002-02-02,9999-01-01
86337,d007,1996-08-16,2001-08-22
86382,d005,1997-05-16,9999-01-01
86400,d004,1998-01-17,9999-01-01
86409,d004,1998-01-01,2002-03-21
86419,d005,1999-11-25,9999-01-01
86428,d002,1998-08-17,9999-01-01
86440,d001,1997-09-21,9999-01-01
86443,d004,1997-08-27,9999-01-01
86470,d005,1999-12-04,9999-01-01
86474,d004,1999-07-07,9999-01-01
86486,d002,1998-11-16,9999-01-01
86495,d005,1997-03-31,1998-02-27
86505,d007,1999-10-07,2000-01-04
86565,d008,1997-01-29,9999-01-01
86574,d006,1997-12-25,9999-01-01
86579,d008,1996-12-27,9999-01-01
86587,d004,2002-06-16,9999-01-01
86587,d005,1998-10-19,2002-06-16
86613,d007,1998-05-31,9999-01-01
86624,d005,1999-03-15,9999-01-01
86660,d005,1996-09-24,9999-01-01
86679,d004,1998-10-01,9999-01-01
86720,d005,1997-02-22,2000-10-29
86725,d004,1999-07-15,9999-01-01
86735,d008,1998-02-14,2002-06-22
86739,d004,1997-07-30,9999-01-01
86750,d003,1999-02-22,2000-03-06
86756,d002,1998-12-22,9999-01-01
86783,d005,1999-03-22,9999-01-01
86795,d007,1997-01-14,9999-01-01
86841,d008,1999-12-09,9999-01-01
86850,d007,1996-07-09,1998-09-05
86866,d007,1996-09-11,9999-01-01
86895,d005,1998-08-10,9999-01-01
86907,d007,1997-01-31,2000-01-01
86965,d007,1999-12-03,9999-01-01
86992,d001,1999-11-23,1999-12-16
86992,d009,1999-12-16,2001-12-27
87015,d001,1999-02-23,9999-01-01
87025,d004,1999-12-31,9999-01-01
87042,d003,1998-05-04,9999-01-01
87062,d005,1997-05-23,9999-01-01
87067,d007,1998-10-27,9999-01-01
87075,d001,1997-05-31,9999-01-01
87075,d007,1997-02-15,1997-05-31
87082,d004,1998-06-02,9999-01-01
87098,d004,1999-11-18,9999-01-01
87104,d007,1999-02-01,9999-01-01
87111,d005,1999-04-21,9999-01-01
87123,d002,1999-07-02,2000-08-25
87123,d003,2000-08-25,2000-08-29
87127,d004,1999-01-19,9999-01-01
87150,d004,1997-06-22,9999-01-01
87156,d005,1998-03-30,9999-01-01
87167,d007,1998-09-18,1999-10-18
87192,d008,1996-10-18,9999-01-01
87201,d004,1998-06-04,1999-01-11
87201,d009,1999-01-11,2000-09-23
87222,d007,1997-03-08,9999-01-01
87226,d007,1999-04-26,9999-01-01
87229,d009,1997-12-23,2001-08-13
87267,d001,1997-10-14,9999-01-01
87273,d007,1999-01-10,1999-11-02
87303,d004,1997-05-01,2001-02-16
87331,d004,1998-06-17,9999-01-01
87354,d005,1999-09-03,9999-01-01
87355,d002,1997-07-23,9999-01-01
87384,d007,1997-01-23,9999-01-01
87392,d009,1996-08-07,9999-01-01
87399,d004,1998-07-17,9999-01-01
87403,d005,1998-02-15,9999-01-01
87412,d005,1998-12-08,9999-01-01
87427,d005,1998-07-17,9999-01-01
87455,d007,1998-01-22,1999-10-06
87455,d009,1999-10-06,9999-01-01
87457,d007,1997-09-09,9999-01-01
87505,d004,1999-05-16,2000-10-01
87522,d007,1997-01-18,9999-01-01
87533,d007,1997-11-05,2000-10-24
87579,d004,1998-11-16,9999-01-01
87632,d005,1997-07-12,1998-02-23
87632,d008,1998-02-23,1999-02-26
87675,d004,1997-09-16,9999-01-01
87716,d001,2000-01-13,9999-01-01
87722,d006,1998-10-21,9999-01-01
87724,d007,1996-12-19,9999-01-01
87733,d004,1998-09-27,9999-01-01
87746,d006,1999-12-31,9999-01-01
87750,d001,2000-09-16,9999-01-01
87750,d003,1999-12-21,2000-09-16
87764,d005,1999-05-16,9999-01-01
87777,d001,1999-02-25,9999-01-01
87791,d003,1999-07-19,9999-01-01
87798,d005,2000-03-17,9999-01-01
87798,d008,1996-07-18,2000-03-17
87816,d005,1998-01-13,2001-10-26
87834,d005,1996-09-05,2002-03-22
87841,d005,1996-07-14,9999-01-01
87859,d002,1998-07-26,2002-07-15
87859,d003,2002-07-15,9999-01-01
87862,d001,1999-02-16,9999-01-01
87870,d002,1999-01-05,9999-01-01
87898,d007,1996-07-13,9999-01-01
87900,d005,1998-05-15,1999-01-18
87930,d003,1997-01-25,9999-01-01
87931,d007,1998-08-16,9999-01-01
88000,d004,1999-04-09,1999-06-18
88016,d005,2000-12-25,9999-01-01
88016,d009,1998-03-19,2000-12-25
88023,d007,1998-01-14,9999-01-01
88028,d005,1997-07-11,9999-01-01
88050,d007,1997-11-16,1999-12-28
88071,d004,2000-01-25,9999-01-01
88099,d007,1999-09-19,9999-01-01
88103,d007,1999-01-31,9999-01-01
88104,d004,1998-08-30,9999-01-01
88106,d008,1997-03-07,2001-10-16
88115,d005,1999-02-23,9999-01-01
88138,d007,1999-12-16,9999-01-01
88154,d002,1996-10-13,9999-01-01
88157,d007,1998-07-21,9999-01-01
88164,d005,1998-04-07,9999-01-01
88172,d007,1996-09-05,9999-01-01
88173,d005,1998-07-29,9999-01-01
88199,d007,1996-11-16,9999-01-01
88210,d002,1996-09-09,9999-01-01
88221,d001,1999-12-25,9999-01-01
88240,d001,1997-04-21,9999-01-01
88276,d005,1999-07-02,2000-11-28
88295,d005,1999-06-16,9999-01-01
88301,d008,1997-06-20,9999-01-01
88306,d004,1997-02-26,9999-01-01
88323,d004,1998-06-06,9999-01-01
88348,d004,1998-05-25,9999-01-01
88351,d007,1997-06-04,9999-01-01
88384,d003,1997-09-04,9999-01-01
88415,d007,1999-04-26,9999-01-01
88416,d001,1997-06-10,9999-01-01
88428,d003,1997-04-13,9999-01-01
88445,d006,1996-11-06,9999-01-01
88472,d007,1997-10-16,9999-01-01
88473,d008,1997-09-12,1998-08-05
88490,d005,1998-02-28,9999-01-01
88504,d005,1998-08-17,1999-04-30
88504,d008,1999-04-30,9999-01-01
88519,d005,1996-07-16,9999-01-01
88521,d005,1998-06-30,9999-01-01
88574,d007,1997-12-11,9999-01-01
88613,d009,1997-12-21,9999-01-01
88623,d006,1997-01-03,9999-01-01
88648,d005,1999-04-16,9999-01-01
88653,d001,1998-04-22,9999-01-01
88671,d006,1997-07-03,1998-02-05
88680,d006,1997-12-11,1998-03-15
88749,d004,1996-09-09,9999-01-01
88751,d007,1999-04-29,9999-01-01
88758,d005,1998-08-27,9999-01-01
88769,d005,1997-10-13,9999-01-01
88779,d006,1997-04-16,9999-01-01
88810,d004,1996-10-20,9999-01-01
88816,d002,1997-02-26,9999-01-01
88826,d004,1999-07-05,9999-01-01
88832,d006,1997-10-04,9999-01-01
88840,d002,1997-07-03,1998-12-14
88842,d005,1997-08-27,9999-01-01
88864,d005,1999-08-10,2002-03-27
88874,d005,1996-12-30,9999-01-01
88875,d004,1997-12-01,2002-06-27
88896,d005,1997-07-15,9999-01-01
88911,d007,1998-04-08,1998-04-17
88932,d007,1997-07-25,9999-01-01
88934,d004,1996-12-23,1997-01-18
88959,d004,1998-03-18,9999-01-01
88961,d004,2000-02-01,9999-01-01
88978,d005,1997-05-27,9999-01-01
88986,d004,1999-12-14,9999-01-01
89024,d009,1997-01-23,9999-01-01
89037,d004,1998-02-11,9999-01-01
89076,d005,1998-01-22,9999-01-01
89096,d004,1997-10-12,9999-01-01
89104,d007,1998-09-15,9999-01-01
89115,d005,1999-05-17,9999-01-01
89124,d006,1998-11-29,2001-08-07
89174,d004,1996-08-20,9999-01-01
89188,d007,1998-03-07,2001-03-13
89227,d005,1997-09-09,2000-03-18
89267,d005,1998-11-07,9999-01-01
89326,d006,1997-11-11,1999-03-24
89328,d001,1999-02-18,9999-01-01
89341,d002,2000-12-07,9999-01-01
89341,d003,1998-01-27,2000-12-07
89346,d005,1999-08-31,9999-01-01
89348,d007,1998-10-27,9999-01-01
89349,d001,1999-12-28,2000-08-03
89349,d007,1999-04-09,1999-12-28
89394,d001,1998-09-11,9999-01-01
89402,d004,1999-02-28,9999-01-01
89414,d007,1999-10-31,9999-01-01
89438,d004,1999-01-29,9999-01-01
89491,d004,1997-07-12,9999-01-01
89497,d004,1999-07-12,1999-12-01
89511,d009,1999-11-27,9999-01-01
89549,d007,1999-02-16,9999-01-01
89555,d006,1998-06-11,9999-01-01
89578,d007,1998-07-30,9999-01-01
89584,d003,1998-05-12,9999-01-01
89586,d005,1999-09-02,2002-04-10
89592,d002,1998-08-26,9999-01-01
89601,d004,1998-08-09,9999-01-01
89603,d005,1996-07-02,9999-01-01
89622,d004,1997-08-07,2002-05-26
89622,d009,2002-05-26,9999-01-01
89636,d005,1996-12-23,9999-01-01
89643,d008,1996-10-07,2000-05-07
89664,d001,1998-07-07,9999-01-01
89706,d002,1999-09-01,9999-01-01
89713,d004,2001-08-20,9999-01-01
89713,d008,1998-05-04,2001-08-20
89717,d001,1999-01-12,2002-05-18
89737,d004,1999-08-29,9999-01-01
89740,d007,1998-04-09,1999-11-25
89740,d009,1999-11-25,9999-01-01
89757,d009,1998-03-05,9999-01-01
89759,d009,1998-06-05,9999-01-01
89780,d004,1997-02-05,9999-01-01
89797,d005,1998-04-09,9999-01-01
89804,d005,1998-03-01,9999-01-01
89830,d003,1997-05-11,9999-01-01
89831,d006,1997-08-14,9999-01-01
89853,d006,1998-11-15,9999-01-01
89865,d005,1999-05-17,9999-01-01
89870,d005,1999-11-19,9999-01-01
89881,d007,1998-11-26,9999-01-01
89884,d001,2000-03-08,2000-07-11
89884,d003,1999-08-02,2000-03-08
89890,d004,1996-09-11,9999-01-01
89956,d004,1999-03-12,2001-07-24
89964,d005,1999-05-29,9999-01-01
90012,d001,1996-07-27,9999-01-01
90015,d004,2000-01-23,9999-01-01
90018,d007,1999-08-18,9999-01-01
90023,d004,1998-08-10,9999-01-01
90031,d004,1997-08-26,9999-01-01
90047,d005,1996-09-09,9999-01-01
90081,d004,1997-02-08,9999-01-01
90088,d004,1998-01-29,9999-01-01
90098,d004,1996-11-07,9999-01-01
90114,d001,2001-10-19,9999-01-01
90114,d003,1999-10-07,2001-10-19
90157,d009,1998-12-28,9999-01-01
90165,d005,1998-04-28,9999-01-01
90206,d005,1998-09-05,9999-01-01
90211,d004,1997-10-06,9999-01-01
90216,d004,1999-08-09,9999-01-01
90235,d007,1997-02-08,9999-01-01
90239,d004,1996-11-29,9999-01-01
90245,d007,1997-04-04,9999-01-01
90262,d005,1997-07-30,9999-01-01
90303,d005,1997-05-16,9999-01-01
90366,d009,1998-08-03,2002-03-03
90375,d004,1999-08-12,2001-12-02
90420,d007,1999-01-25,9999-01-01
90424,d004,1999-07-07,9999-01-01
90429,d004,1997-10-10,9999-01-01
90464,d004,1997-07-15,9999-01-01
90476,d004,1998-12-08,2000-10-30
90484,d005,1996-12-03,9999-01-01
90492,d007,1999-01-04,9999-01-01
90500,d004,1999-06-02,9999-01-01
90501,d005,1999-12-30,9999-01-01
90554,d005,1996-10-20,1998-01-28
90556,d005,1999-10-03,9999-01-01
90573,d002,1998-08-01,9999-01-01
90609,d002,1999-05-03,9999-01-01
90616,d005,1997-02-14,9999-01-01
90626,d001,1999-01-22,9999-01-01
90646,d009,1996-12-13,9999-01-01
90686,d004,1996-08-08,9999-01-01
90702,d004,1997-11-03,9999-01-01
90716,d004,1999-07-25,9999-01-01
90726,d005,1998-01-08,9999-01-01
90731,d004,1997-12-09,9999-01-01
90772,d005,1996-12-15,9999-01-01
90774,d008,1999-09-26,2002-04-16
90788,d004,1996-12-20,9999-01-01
90800,d004,2000-01-05,2002-04-12
90808,d005,1997-06-06,2000-06-09
90838,d004,1998-07-05,9999-01-01
90858,d005,1998-02-02,9999-01-01
90861,d004,1999-08-06,2000-06-09
90896,d005,1999-11-30,9999-01-01
90899,d007,1997-03-21,9999-01-01
90933,d005,1996-07-25,9999-01-01
90953,d007,1997-01-19,9999-01-01
90961,d004,1998-04-28,9999-01-01
90992,d004,2000-04-07,9999-01-01
90992,d005,1999-09-05,2000-04-07
90996,d005,1999-12-18,9999-01-01
91055,d009,1998-02-10,9999-01-01
91075,d005,1998-03-07,9999-01-01
91081,d006,1999-02-28,9999-01-01
91165,d008,1999-11-02,9999-01-01
91176,d009,1998-06-03,9999-01-01
91222,d002,1998-04-16,1999-09-13
91222,d007,1999-09-13,9999-01-01
91258,d001,1999-04-11,9999-01-01
91264,d004,1996-09-25,1999-09-03
91275,d004,1998-07-15,9999-01-01
91309,d001,1997-10-09,9999-01-01
91333,d007,1998-11-29,9999-01-01
91345,d005,1998-04-20,9999-01-01
91361,d005,1999-05-20,9999-01-01
91363,d005,1999-11-25,9999-01-01
91369,d004,1998-11-09,1999-07-02
91393,d007,1996-11-20,9999-01-01
91419,d008,1997-11-07,9999-01-01
91434,d005,1996-10-18,1998-11-23
91434,d008,1998-11-23,9999-01-01
91462,d005,1997-08-26,1998-03-21
91474,d004,1998-04-01,9999-01-01
91477,d006,1996-09-19,9999-01-01
91501,d005,1997-12-31,9999-01-01
91536,d005,2001-07-02,9999-01-01
91536,d008,1999-11-15,2001-07-02
91554,d001,1997-08-26,9999-01-01
91571,d004,1998-11-30,9999-01-01
91572,d002,1998-09-15,2002-04-03
91577,d007,1998-05-16,2000-03-09
91577,d009,2000-03-09,9999-01-01
91581,d006,1998-11-18,9999-01-01
91633,d004,1999-08-03,2001-05-17
91652,d005,1996-07-18,9999-01-01
91668,d002,1997-06-20,9999-01-01
91696,d008,1997-11-21,9999-01-01
91733,d002,1997-04-02,9999-01-01
91759,d004,2000-04-16,9999-01-01
91759,d008,1999-07-14,2000-04-16
91847,d008,1997-09-23,9999-01-01
91887,d005,1997-10-26,9999-01-01
91911,d004,1998-07-12,9999-01-01
91924,d009,1997-02-12,2002-01-20
91937,d009,1999-06-29,1999-11-05
91938,d004,1998-01-10,2000-11-09
91958,d005,1997-09-25,2002-03-28
91976,d005,1997-08-26,9999-01-01
91987,d004,1999-01-20,1999-06-02
91995,d004,1998-03-21,9999-01-01
92007,d005,1998-01-19,9999-01-01
92030,d001,1999-11-15,9999-01-01
92032,d002,1999-04-28,9999-01-01
92036,d003,1998-12-22,9999-01-01
92051,d005,1999-09-06,9999-01-01
92126,d004,1997-05-25,9999-01-01
92130,d004,1997-03-09,2000-11-24
92137,d005,1996-10-24,9999-01-01
92186,d003,1999-05-08,9999-01-01
92193,d004,1997-08-31,2000-08-04
92212,d004,1999-04-01,9999-01-01
92213,d001,1997-08-02,1999-04-22
92252,d007,1998-12-16,2001-01-06
92255,d004,1998-05-13,9999-01-01
92282,d005,1997-08-14,9999-01-01
92306,d004,1999-05-19,9999-01-01
92315,d004,1997-06-12,9999-01-01
92329,d001,1997-12-12,9999-01-01
92329,d007,1996-11-03,1997-12-12
92343,d009,1999-02-03,9999-01-01
92347,d002,1998-01-15,9999-01-01
92352,d004,1998-06-27,9999-01-01
92372,d006,1999-09-23,9999-01-01
92391,d005,1999-08-10,9999-01-01
92394,d004,1997-09-06,1998-10-01
92396,d008,1998-11-01,9999-01-01
92412,d007,1998-01-21,9999-01-01
92448,d005,2002-06-07,9999-01-01
92448,d006,1996-11-21,2002-06-07
92460,d007,1996-08-15,9999-01-01
92470,d005,1996-07-28,9999-01-01
92478,d004,1999-03-28,9999-01-01
92499,d008,2000-01-16,9999-01-01
92502,d006,1996-09-23,9999-01-01
92504,d005,2000-01-21,9999-01-01
92558,d007,1998-01-19,9999-01-01
92577,d004,1999-01-10,9999-01-01
92612,d002,1998-12-02,9999-01-01
92653,d004,1999-11-02,9999-01-01
92660,d003,1999-08-19,9999-01-01
92662,d006,1999-11-25,9999-01-01
92663,d004,1997-07-14,2001-11-27
92708,d004,1998-01-22,9999-01-01
92709,d001,1997-12-24,2002-03-21
92709,d009,2002-03-21,9999-01-01
92749,d007,1999-09-02,9999-01-01
92769,d009,1997-09-30,1998-07-10
92775,d005,1997-08-24,9999-01-01
92778,d004,1998-02-28,9999-01-01
92807,d005,1997-06-28,2000-10-01
92811,d002,1997-04-24,9999-01-01
92814,d004,1999-02-16,9999-01-01
92876,d004,1999-07-15,9999-01-01
92926,d007,1999-03-16,9999-01-01
92997,d003,1999-12-13,9999-01-01
93005,d007,1998-11-01,9999-01-01
93009,d002,1999-01-14,9999-01-01
93019,d004,1999-12-31,9999-01-01
93021,d005,1996-12-29,9999-01-01
93028,d007,1999-08-15,2001-12-31
93046,d004,1998-09-13,2002-03-25
93054,d007,1999-03-21,9999-01-01
93090,d002,1996-10-18,1999-11-29
93094,d001,1999-12-31,9999-01-01
93097,d005,1998-12-13,9999-01-01
93098,d005,1998-06-04,9999-01-01
93122,d003,1999-12-10,9999-01-01
93132,d007,2000-01-18,9999-01-01
93135,d005,1999-12-17,2002-06-07
93135,d008,2002-06-07,9999-01-01
93146,d002,1999-09-10,1999-10-10
93146,d003,1999-06-22,1999-09-10
93148,d005,1998-06-05,2000-08-05
93184,d007,1997-06-27,1998-10-06
93187,d002,1998-03-16,9999-01-01
93188,d004,1999-10-15,2002-06-24
93208,d007,1997-10-09,9999-01-01
93217,d005,1997-06-22,9999-01-01
93223,d007,1999-01-08,9999-01-01
93258,d005,1997-05-31,9999-01-01
93269,d007,1997-08-27,9999-01-01
93275,d001,2000-10-24,9999-01-01
93275,d007,1998-08-03,2000-10-24
93293,d006,1997-07-12,9999-01-01
93304,d007,2000-01-04,9999-01-01
93306,d005,1997-07-29,9999-01-01
93318,d001,1999-01-27,1999-11-14
93320,d001,1998-06-13,9999-01-01
93322,d003,1996-09-06,9999-01-01
93353,d005,1998-05-28,9999-01-01
93368,d004,1997-07-23,9999-01-01
93377,d004,1996-10-09,2000-06-14
93377,d009,2000-06-14,9999-01-01
93388,d003,1998-10-12,2002-04-08
93403,d005,1999-04-19,9999-01-01
93441,d007,1998-05-10,2002-05-02
93441,d009,2002-05-02,9999-01-01
93442,d004,1997-11-17,9999-01-01
93463,d005,1999-09-22,9999-01-01
93472,d006,1996-07-20,9999-01-01
93483,d004,1998-03-14,1999-11-24
93499,d004,2002-07-18,9999-01-01
93499,d005,1996-08-21,2002-07-18
93514,d003,1999-02-27,9999-01-01
93517,d005,1999-11-01,9999-01-01
93527,d004,1996-09-14,9999-01-01
93533,d004,1998-06-02,9999-01-01
93534,d007,1997-02-07,9999-01-01
93618,d007,1996-08-02,9999-01-01
93621,d004,1998-08-30,9999-01-01
93624,d005,1996-12-12,9999-01-01
93639,d007,1998-03-17,2001-04-28
93639,d009,2001-04-28,9999-01-01
93658,d005,1999-07-22,9999-01-01
93703,d007,1996-10-08,2001-09-01
93706,d001,1997-07-10,9999-01-01
93715,d001,1997-03-18,9999-01-01
93775,d009,1997-04-17,9999-01-01
93791,d004,1997-12-18,9999-01-01
93808,d006,1998-10-24,9999-01-01
93816,d004,1998-11-17,1999-01-08
93816,d006,1999-01-08,9999-01-01
93848,d007,1999-10-29,2000-01-18
93850,d007,1997-07-18,9999-01-01
93852,d007,1998-04-25,1998-11-13
93852,d009,1998-11-13,1999-08-08
93855,d005,1996-07-29,9999-01-01
93862,d004,1996-08-20,9999-01-01
93876,d004,1998-03-18,9999-01-01
93885,d009,1996-07-02,9999-01-01
93913,d007,1998-10-12,9999-01-01
93916,d005,1998-11-07,2002-03-19
93916,d008,2002-03-19,9999-01-01
93997,d004,1996-09-04,9999-01-01
94050,d009,1998-01-19,9999-01-01
94061,d007,1998-04-03,9999-01-01
94090,d005,1998-05-06,9999-01-01
94096,d004,1997-02-15,9999-01-01
94130,d004,1997-12-08,9999-01-01
94146,d005,2000-01-28,9999-01-01
94148,d005,1996-09-05,9999-01-01
94181,d003,1998-04-19,9999-01-01
94212,d004,1999-02-14,2001-06-25
94240,d005,1997-06-23,9999-01-01
94251,d005,1999-12-17,9999-01-01
94268,d004,1997-03-24,9999-01-01
94301,d004,1999-01-14,9999-01-01
94311,d005,1997-10-12,9999-01-01
94317,d002,1996-11-12,9999-01-01
94319,d007,1998-03-13,9999-01-01
94325,d005,1999-09-07,1999-12-29
94327,d005,1996-10-20,9999-01-01
94357,d002,1998-01-12,2001-01-31
94436,d006,1999-10-18,2001-06-08
94441,d005,1997-01-09,1999-01-16
94443,d004,1999-03-03,1999-08-24
94443,d009,1999-08-24,9999-01-01
94471,d004,1997-10-11,9999-01-01
94485,d008,1999-06-07,9999-01-01
94489,d001,1997-06-28,9999-01-01
94490,d003,1996-10-13,9999-01-01
94491,d006,1999-12-05,2000-03-12
94495,d005,1999-08-08,9999-01-01
94545,d005,1997-10-23,9999-01-01
94550,d007,1998-01-25,9999-01-01
94563,d003,1997-09-22,9999-01-01
94567,d008,1999-09-15,9999-01-01
94578,d001,2000-08-15,9999-01-01
94578,d003,1997-01-24,2000-08-15
94584,d007,1999-06-16,9999-01-01
94591,d005,1997-06-11,9999-01-01
94605,d004,1996-07-28,1997-09-17
94609,d002,1996-10-15,9999-01-01
94639,d007,1997-12-25,9999-01-01
94641,d005,1999-11-03,9999-01-01
94646,d008,1999-08-03,9999-01-01
94669,d005,1997-04-21,9999-01-01
94707,d001,1999-03-22,9999-01-01
94711,d004,1996-09-18,9999-01-01
94727,d005,1998-06-07,9999-01-01
94748,d009,1997-01-13,9999-01-01
94751,d005,1997-04-06,9999-01-01
94783,d004,1996-11-15,9999-01-01
94798,d002,1999-06-04,2000-06-11
94805,d005,1998-10-10,1999-03-24
94812,d008,2000-01-20,9999-01-01
94841,d004,1996-10-12,9999-01-01
94861,d004,1997-01-08,9999-01-01
94880,d005,1996-10-10,2000-01-21
94887,d004,1996-12-21,2000-10-22
94909,d007,1999-04-10,9999-01-01
94955,d005,2000-01-10,9999-01-01
94975,d004,1999-04-22,9999-01-01
94985,d006,1996-07-19,9999-01-01
94994,d005,1999-01-16,2002-02-27
94999,d004,1999-08-04,2001-03-05
95033,d008,1997-01-24,9999-01-01
95034,d005,1997-04-05,1999-02-18
95041,d004,1998-06-25,1998-09-25
95041,d009,1998-06-06,1998-06-25
95097,d004,1999-08-07,9999-01-01
95097,d005,1999-01-28,1999-08-07
95111,d007,1999-12-19,9999-01-01
95113,d004,1999-06-19,9999-01-01
95114,d004,1997-08-26,9999-01-01
95115,d007,1997-06-01,9999-01-01
95127,d007,1997-05-03,9999-01-01
95148,d007,1997-11-28,1999-06-03
95156,d007,1998-05-08,9999-01-01
95189,d003,1999-07-12,9999-01-01
95196,d004,1997-07-09,9999-01-01
95211,d005,1997-07-12,9999-01-01
95242,d009,1997-07-05,2000-10-19
95268,d001,1998-10-14,9999-01-01
95299,d007,1998-07-31,9999-01-01
95332,d004,1998-03-26,1999-07-16
95357,d004,2001-08-24,9999-01-01
95357,d005,1998-05-22,2001-08-24
95364,d005,1997-03-17,9999-01-01
95380,d004,1997-12-12,9999-01-01
95410,d002,1997-05-06,9999-01-01
95422,d005,1997-06-12,9999-01-01
95426,d005,1997-01-13,9999-01-01
95438,d005,1998-08-05,9999-01-01
95440,d004,1999-03-17,9999-01-01
95495,d005,1997-04-07,1999-08-06
95515,d001,1997-05-03,2001-10-10
95521,d004,1999-02-16,9999-01-01
95556,d003,1996-11-29,2001-09-15
95578,d004,1998-01-11,9999-01-01
95606,d003,1997-11-04,9999-01-01
95607,d005,1996-07-12,9999-01-01
95631,d004,1997-11-04,2000-07-03
95634,d002,1998-12-02,9999-01-01
95637,d005,1999-10-19,9999-01-01
95649,d004,1998-05-14,9999-01-01
95674,d005,1999-01-25,1999-08-17
95674,d008,1999-08-17,9999-01-01
95677,d004,1998-06-27,9999-01-01
95678,d005,1997-11-26,9999-01-01
95688,d005,1999-02-25,9999-01-01
95699,d006,1997-11-24,9999-01-01
95710,d006,1999-08-10,9999-01-01
95715,d004,1999-10-25,9999-01-01
95765,d003,1998-06-11,9999-01-01
95773,d002,1997-10-30,9999-01-01
95794,d005,1997-03-06,9999-01-01
95800,d004,1997-11-25,9999-01-01
95818,d007,1998-11-08,9999-01-01
95844,d009,1998-07-28,9999-01-01
95861,d003,1999-06-18,9999-01-01
95864,d007,1998-07-29,1999-10-07
95864,d009,1999-10-07,2000-04-12
95870,d005,1999-08-28,9999-01-01
95874,d001,1996-07-14,9999-01-01
95879,d004,1998-04-02,9999-01-01
95894,d007,1998-05-22,9999-01-01
95901,d008,1997-09-17,9999-01-01
95903,d002,1996-10-09,9999-01-01
95911,d005,1999-09-13,9999-01-01
95915,d005,1998-12-20,9999-01-01
95937,d006,1997-05-15,9999-01-01
95952,d007,1998-01-22,9999-01-01
95975,d007,1997-12-06,1999-06-29
95977,d005,1998-11-27,9999-01-01
95982,d002,1996-11-18,9999-01-01
95990,d006,1996-09-04,9999-01-01
96001,d004,1998-05-08,9999-01-01
96017,d005,1999-10-12,9999-01-01
96036,d005,1998-05-05,2000-02-12
96077,d009,1996-11-12,9999-01-01
96105,d005,1997-02-28,9999-01-01
96137,d005,1997-01-02,9999-01-01
96144,d002,1996-11-27,1998-07-09
96144,d003,1998-07-09,1999-10-16
96158,d003,1999-12-22,2001-08-18
96160,d007,1999-05-10,9999-01-01
96179,d003,1997-02-24,9999-01-01
96189,d005,1997-07-25,9999-01-01
96199,d005,1999-10-30,9999-01-01
96218,d004,1998-12-02,9999-01-01
96242,d004,1997-08-06,9999-01-01
96272,d007,1996-11-22,9999-01-01
96290,d004,1998-08-09,9999-01-01
96295,d009,1997-07-19,9999-01-01
96296,d007,1997-11-05,9999-01-01
96323,d004,1997-06-16,2000-08-31
96330,d008,1997-01-06,2000-03-04
96361,d007,1997-07-05,2001-07-27
96382,d002,1999-07-22,2000-09-02
96428,d007,1996-10-27,1997-05-21
96475,d009,1998-12-06,9999-01-01
96484,d005,1998-08-11,9999-01-01
96489,d009,1998-11-08,9999-01-01
96502,d004,1997-09-12,9999-01-01
96519,d003,1999-02-13,9999-01-01
96549,d009,1999-11-14,9999-01-01
96590,d007,1999-10-11,9999-01-01
96593,d002,1996-10-22,9999-01-01
96615,d004,1998-07-22,9999-01-01
96636,d004,1998-10-28,9999-01-01
96654,d005,1998-02-02,9999-01-01
96657,d009,1997-09-11,9999-01-01
96687,d002,1998-03-22,9999-01-01
96696,d006,1998-08-10,1999-07-17
96702,d002,1999-08-07,1999-12-25
96734,d005,1997-12-05,9999-01-01
96736,d002,1998-10-22,1998-11-01
96739,d006,1997-08-11,9999-01-01
96747,d004,1997-06-17,9999-01-01
96761,d007,1998-10-27,9999-01-01
96796,d005,1998-12-03,9999-01-01
